Time	Author	Year	Study	Region	Taxa	Fresh	Antarctic	S.Middle	Tropics	N.Middle	Arctic	Mtn	Island	Threatened	Endemic	Model.Type	Non.clim.threat	Land.Use.Change	Dispersal	Sp.int	Physiology	Adaptation	Pop.diff	Demography.LH	Earth.Sys	Other	Other.Habitat	Disp.Mod	Scenario	Climate.Mod	Pre.Ind.Rise	Year.Pred	Total.N	WtSp	version	concat	ave.percent	max.percent	min.percent	adj.percent
New	Dagnino	2020	Dagnino2020	Europe	Plants	N	N	N	N	Y	N	Y	N	N	Y	Hybrid	N	N	Y	N	N	N	N	N	N	N	N	SpSpecific	RCP2.6	IPCC2013	1.5	2070	100	100	1	Dagnino2020EuropePlantsYHybridNNYNNNNNNNNSp-specificRCP2.6IPCC20131.520701	0	0	0	0
New	Dagnino	2020	Dagnino2020	Europe	Plants	N	N	N	N	Y	N	Y	N	N	Y	Hybrid	N	N	Y	N	N	N	N	N	N	N	N	SpSpecific	RCP8.5	IPCC2013	3.21	2070	100	100	1	Dagnino2020EuropePlantsYHybridNNYNNNNNNNNSp-specificRCP8.5IPCC20133.2120701	0.046666667	0.14	0	0.112
New	Dagnino	2020	Dagnino2020	Europe	Plants	N	N	N	N	Y	N	Y	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	IPCC2013	1.5	2070	100	100	1	Dagnino2020EuropePlantsYSDMNNNNNNNNNNNNoneRCP2.6IPCC20131.520701	0	0	0	0
New	Dagnino	2020	Dagnino2020	Europe	Plants	N	N	N	N	Y	N	Y	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	3.21	2070	100	100	1	Dagnino2020EuropePlantsYSDMNNNNNNNNNNNNoneRCP8.5IPCC20133.2120701	0.066666667	0.18	0	0.147
New	Dai	2021	Dai2021	Asia	Mammals	N	N	N	Y	Y	N	Y	N	N	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP2.6	IPCC2013	1.5	2070	2	2	1	Dai2021AsiaMammalsYSDMYYNNNNNNNNNNoneRCP2.6IPCC20131.520701	0	0	0	0
New	Dai	2021	Dai2021	Asia	Mammals	N	N	N	Y	Y	N	Y	N	N	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	2.15	2070	2	2	1	Dai2021AsiaMammalsYSDMYYNNNNNNNNNNoneRCP4.5IPCC20132.1520701	0	0	0	0
New	Dai	2021	Dai2021	Asia	Mammals	N	N	N	Y	Y	N	Y	N	N	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	3.21	2070	2	2	1	Dai2021AsiaMammalsYSDMYYNNNNNNNNNNoneRCP8.5IPCC20133.2120701	0	0	0	0
New	Dakhil.b	2021	Dakhil.b2021	Asia	Plants	N	N	N	N	Y	N	Y	N	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	"RCP4.5,8.5"	BCC-CSM1.1andMIROC5	3.25	2070	3	3	1	"Dakhil.b2021AsiaPlantsYSDMYNNNNNNNNNNUniversalRCP4.5,8.5BCC-CSM1.1andMIROC53.2520701"	0.666666667	0.666666667	0.666666667	0.666666667
New	Dakhil.b	2021	Dakhil.b2021	Asia	Plants	N	N	N	N	Y	N	Y	N	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	"RCP4.5,8.5"	BCC-CSM1.1andMIROC5	3.25	2070	3	3	2	"Dakhil.b22021AsiaPlantsYSDMYNNNNNNNNNNUniversalRCP4.5,8.5BCC-CSM1.1andMIROC53.2520702"	1	1	1	1
New	Dakhil	2021	Dakhil2021	Asia	Plants	N	N	N	N	Y	N	Y	N	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	Y	None	RCP4.5	BCC-CSM1.1andMIROC5	2.75	2070	8	8	1	Dakhil2021AsiaPlantsYSDMYNNNNNNNNNYNoneRCP4.5BCC-CSM1.1andMIROC52.7520701	0.291666667	0.5	0.125	0.44375
New	Dakhil	2021	Dakhil2021	Asia	Plants	N	N	N	N	Y	N	Y	N	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	Y	None	RCP8.5	BCC-CSM1.1andMIROC5	3.745	2070	8	8	1	Dakhil2021AsiaPlantsYSDMYNNNNNNNNNYNoneRCP8.5BCC-CSM1.1andMIROC53.74520701	0.375	0.75	0.125	0.64375
New	Dakhil	2021	Dakhil2021	Asia	Plants	N	N	N	N	Y	N	Y	N	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	Y	Universal	RCP4.5	BCC-CSM1.1andMIROC5	2.75	2070	8	8	1	Dakhil2021AsiaPlantsYSDMYNNNNNNNNNYUniversalRCP4.5BCC-CSM1.1andMIROC52.7520701	0.291666667	0.5	0.125	0.44375
New	Dakhil	2021	Dakhil2021	Asia	Plants	N	N	N	N	Y	N	Y	N	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	Y	Universal	RCP8.5	BCC-CSM1.1andMIROC5	3.745	2070	8	8	1	Dakhil2021AsiaPlantsYSDMYNNNNNNNNNYUniversalRCP8.5BCC-CSM1.1andMIROC53.74520701	0.375	0.75	0.125	0.64375
New	daSilva	2022	daSilva2022	Samerica	Mammals	N	N	N	Y	N	N	S	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	IPCC2013	2.31	2050	12	12	1	daSilva2022SamericaMammalsYSDMNNNNNNNNNNNUniversalRCP8.5IPCC20132.3120501	0.25	0.5	0.083333333	0.429166667
New	daSilva	2022	daSilva2022	Samerica	Mammals	N	N	N	Y	N	N	S	N	N	Y	SDM	Y	Y	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	IPCC2013	2.31	2050	12	12	1	daSilva2022SamericaMammalsYSDMYYNNNNNNNNNUniversalRCP8.5IPCC20132.3120501	0.527777778	0.916666667	0.083333333	0.825
New	DaSilveira	2021	DaSilveira2021	Samerica	Birds	N	N	Y	Y	N	N	S	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	IPCC2013	1.85	2050	3	3	1	DaSilveira2021SamericaBirdsYSDMNNNNNNNNNNNUniversalRCP4.5IPCC20131.8520501	0.111111111	0.333333333	0	0.266666667
New	DaSilveira	2021	DaSilveira2021	Samerica	Birds	N	N	Y	Y	N	N	S	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	IPCC2013	2.15	2070	3	3	1	DaSilveira2021SamericaBirdsYSDMNNNNNNNNNNNUniversalRCP4.5IPCC20132.1520701	0.111111111	0.333333333	0	0.266666667
New	DaSilveira	2021	DaSilveira2021	Samerica	Birds	N	N	Y	Y	N	N	S	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	IPCC2013	2.31	2050	3	3	1	DaSilveira2021SamericaBirdsYSDMNNNNNNNNNNNUniversalRCP8.5IPCC20132.3120501	0.111111111	0.333333333	0	0.266666667
New	DaSilveira	2021	DaSilveira2021	Samerica	Birds	N	N	Y	Y	N	N	S	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	IPCC2013	3.21	2070	3	3	1	DaSilveira2021SamericaBirdsYSDMNNNNNNNNNNNUniversalRCP8.5IPCC20133.2120701	0.222222222	0.333333333	0	0.316666667
New	Davidson	2017	Davidson2017	World	Mammals	N	Y	Y	Y	Y	Y	S	S	Y	Y	Hybrid	Y	N	Y	Y	N	N	N	N	N	N	Y	SpSpecific	A1B	IPCC2007	3	2075	4864	4864	1	Davidson2017WorldMammalsYHybridYNYYNNNNNNYSp-specificA1BIPCC2007320751	0.046463816	0.046463816	0.046463816	0.046463816
New	Deb	2016	Deb2016	Asia	Plants	Y	N	N	Y	Y	N	N	N	Y	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP6.0	HadGEM2-ES	2	2050	2	2	1	Deb2016AsiaPlantsNSDMNNNNNNNNNNNUniversalRCP6.0HadGEM2-ES220501	0	0	0	0
New	Deb	2016	Deb2016	Asia	Plants	Y	N	N	Y	Y	N	N	N	Y	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP6.0	HadGEM2-ES	2.9	2070	2	2	1	Deb2016AsiaPlantsNSDMNNNNNNNNNNNUniversalRCP6.0HadGEM2-ES2.920701	0.5	0.5	0.5	0.5
New	Deb	2016	Deb2016	Asia	Plants	Y	N	N	Y	Y	N	N	N	Y	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	HadGEM2-ES	2.65	2050	2	2	1	Deb2016AsiaPlantsNSDMNNNNNNNNNNNUniversalRCP8.5HadGEM2-ES2.6520501	0.5	0.5	0.5	0.5
New	Deb	2016	Deb2016	Asia	Plants	Y	N	N	Y	Y	N	N	N	Y	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	HadGEM2-ES	3.9	2070	2	2	1	Deb2016AsiaPlantsNSDMNNNNNNNNNNNUniversalRCP8.5HadGEM2-ES3.920701	1	1	1	1
New	Deb	2017	Deb2017	Asia	Plants	N	N	N	Y	Y	N	N	N	Y	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	ACCESS1.0	3.4	2070	2	2	1	Deb2017AsiaPlantsYSDMNNNNNNNNNNNNoneRCP4.5ACCESS1.03.420701	0	0	0	0
New	Deb	2017	Deb2017	Asia	Plants	N	N	N	Y	Y	N	N	N	Y	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	GFDL-CM3	3	2070	2	2	1	Deb2017AsiaPlantsYSDMNNNNNNNNNNNNoneRCP4.5GFDL-CM3320701	0	0	0	0
New	Deb	2017	Deb2017	Asia	Plants	N	N	N	Y	Y	N	N	N	Y	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	HadGEM2-ES	2.76	2070	2	2	1	Deb2017AsiaPlantsYSDMNNNNNNNNNNNNoneRCP4.5HadGEM2-ES2.7620701	0	0	0	0
New	Deb	2017	Deb2017	Asia	Plants	N	N	N	Y	Y	N	N	N	Y	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	ACCESS1.0	4.36	2070	2	2	1	Deb2017AsiaPlantsYSDMNNNNNNNNNNNNoneRCP8.5ACCESS1.04.3620701	0	0	0	0
New	Deb	2017	Deb2017	Asia	Plants	N	N	N	Y	Y	N	N	N	Y	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	GFDL-CM3	4.28	2070	2	2	1	Deb2017AsiaPlantsYSDMNNNNNNNNNNNNoneRCP8.5GFDL-CM34.2820701	0	0	0	0
New	Deb	2017	Deb2017	Asia	Plants	N	N	N	Y	Y	N	N	N	Y	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	HadGEM2-ES	3.9	2070	2	2	1	Deb2017AsiaPlantsYSDMNNNNNNNNNNNNoneRCP8.5HadGEM2-ES3.920701	0	0	0	0
New	Deb	2020	Deb2020	Namerica	Mammals	N	N	N	N	Y	Y	S	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	IPCC2013	2.15	2070	13	13	1	Deb2020NamericaMammalsYSDMNNNNNNNNNNNNoneRCP4.5IPCC20132.1520701	0	0	0	0
New	Deb	2020	Deb2020	Namerica	Mammals	N	N	N	N	Y	Y	S	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	3.21	2070	13	13	1	Deb2020NamericaMammalsYSDMNNNNNNNNNNNNoneRCP8.5IPCC20133.2120701	0	0	0	0
New	Deb	2020	Deb2020	Namerica	Mammals	N	N	N	N	Y	Y	S	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	IPCC2013	2.15	2070	13	13	1	Deb2020NamericaMammalsYSDMNNNNNNNNNNNUniversalRCP4.5IPCC20132.1520701	0	0	0	0
New	Deb	2020	Deb2020	Namerica	Mammals	N	N	N	N	Y	Y	S	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	IPCC2013	3.21	2070	13	13	1	Deb2020NamericaMammalsYSDMNNNNNNNNNNNUniversalRCP8.5IPCC20133.2120701	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Insects	N	N	N	N	Y	N	S	S	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	A2	"HadCM3,PCM"	1.09	2020	2	2	1	"delBarrio2006EuropeInsectsNSDMYNNNNNNNNNNNoneA2HadCM3,PCM1.0920201"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Insects	N	N	N	N	Y	N	S	S	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	A2	"HadCM3,PCM"	1.91	2050	2	2	1	"delBarrio2006EuropeInsectsNSDMYNNNNNNNNNNNoneA2HadCM3,PCM1.9120501"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Insects	N	N	N	N	Y	N	S	S	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	A2	"HadCM3,PCM"	2.97	2080	2	2	1	"delBarrio2006EuropeInsectsNSDMYNNNNNNNNNNNoneA2HadCM3,PCM2.9720801"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Insects	N	N	N	N	Y	N	S	S	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	A2	"HadCM3,PCM"	1.09	2020	2	2	1	"delBarrio2006EuropeInsectsNSDMYNNNNNNNNNNUniversalA2HadCM3,PCM1.0920201"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Insects	N	N	N	N	Y	N	S	S	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	A2	"HadCM3,PCM"	1.91	2050	2	2	1	"delBarrio2006EuropeInsectsNSDMYNNNNNNNNNNUniversalA2HadCM3,PCM1.9120501"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Insects	N	N	N	N	Y	N	S	S	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	A2	"HadCM3,PCM"	2.97	2080	2	2	1	"delBarrio2006EuropeInsectsNSDMYNNNNNNNNNNUniversalA2HadCM3,PCM2.9720801"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Plants	N	N	N	N	Y	N	S	S	N	N	Hybrid	Y	N	Y	N	N	N	N	N	N	N	N	SpSpecific	A2	"HadCM3,PCM"	1.09	2020	4	4	1	"delBarrio2006EuropePlantsNHybridYNYNNNNNNNNSpSpecificA2HadCM3,PCM1.0920201"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Plants	N	N	N	N	Y	N	S	S	N	N	Hybrid	Y	N	Y	N	N	N	N	N	N	N	N	SpSpecific	A2	"HadCM3,PCM"	1.91	2050	4	4	1	"delBarrio2006EuropePlantsNHybridYNYNNNNNNNNSpSpecificA2HadCM3,PCM1.9120501"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Plants	N	N	N	N	Y	N	S	S	N	N	Hybrid	Y	N	Y	N	N	N	N	N	N	N	N	SpSpecific	A2	"HadCM3,PCM"	2.97	2080	4	4	1	"delBarrio2006EuropePlantsNHybridYNYNNNNNNNNSpSpecificA2HadCM3,PCM2.9720801"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Plants	N	N	N	N	Y	N	S	S	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	A2	"HadCM3,PCM"	1.09	2020	11	11	1	"delBarrio2006EuropePlantsNSDMYNNNNNNNNNNNoneA2HadCM3,PCM1.0920201"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Plants	N	N	N	N	Y	N	S	S	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	A2	"HadCM3,PCM"	1.91	2050	11	11	1	"delBarrio2006EuropePlantsNSDMYNNNNNNNNNNNoneA2HadCM3,PCM1.9120501"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Plants	N	N	N	N	Y	N	S	S	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	A2	"HadCM3,PCM"	2.97	2080	11	11	1	"delBarrio2006EuropePlantsNSDMYNNNNNNNNNNNoneA2HadCM3,PCM2.9720801"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Plants	N	N	N	N	Y	N	S	S	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	A2	"HadCM3,PCM"	1.09	2020	11	11	1	"delBarrio2006EuropePlantsNSDMYNNNNNNNNNNUniversalA2HadCM3,PCM1.0920201"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Plants	N	N	N	N	Y	N	S	S	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	A2	"HadCM3,PCM"	1.91	2050	11	11	1	"delBarrio2006EuropePlantsNSDMYNNNNNNNNNNUniversalA2HadCM3,PCM1.9120501"	0	0	0	0
Original	delBarrio	2006	delBarrio2006	Europe	Plants	N	N	N	N	Y	N	S	S	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	N	Universal	A2	"HadCM3,PCM"	2.97	2080	11	11	1	"delBarrio2006EuropePlantsNSDMYNNNNNNNNNNUniversalA2HadCM3,PCM2.9720801"	0	0	0	0
New	deOliveira	2016	deOliveira2016	World	Amphibians	Y	N	Y	Y	Y	Y	N	S	Y	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Fixed	A1B	IPCC2007	3.2	2080	123	123	1	deOliveira2016WorldAmphibiansYSDMNNNNNNNNNNNFixedA1BIPCC20073.220801	0.631436314	0.723577236	0.536585366	0.700813008
New	deOliveira	2016	deOliveira2016	World	Amphibians	Y	N	Y	Y	Y	Y	N	S	Y	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Fixed	A2	IPCC2007	3.45	2080	123	123	1	deOliveira2016WorldAmphibiansYSDMNNNNNNNNNNNFixedA2IPCC20073.4520801	0.62601626	0.691056911	0.552845528	0.675609756
New	deOliveira	2016	deOliveira2016	World	Amphibians	Y	N	Y	Y	Y	Y	N	S	Y	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Fixed	B2	IPCC2007	2.74	2080	123	123	1	deOliveira2016WorldAmphibiansYSDMNNNNNNNNNNNFixedB2IPCC20072.7420801	0.569105691	0.634146341	0.495934959	0.618699187
New	Descombes	2016	Descombes2016	Europe	Insects	N	N	N	N	Y	N	Y	N	N	N	Hybrid	N	N	N	Y	N	N	N	N	N	N	Y	Universal	A1B	IPCC2007	3.29	2085	60	60	1	Descombes2016EuropeInsectsNHybridNNNYNNNNNNYUniversalA1BIPCC20073.2920851	0.483333333	0.633333333	0.3	0.607833333
New	Descombes	2016	Descombes2016	Europe	Insects	N	N	N	N	Y	N	Y	N	N	N	Hybrid	N	N	N	Y	N	N	N	N	N	N	Y	Universal	A2	IPCC2007	3.67	2085	60	60	1	Descombes2016EuropeInsectsNHybridNNNYNNNNNNYUniversalA2IPCC20073.6720851	0.555555556	0.666666667	0.4	0.646
New	Descombes	2016	Descombes2016	Europe	Insects	N	N	N	N	Y	N	Y	N	N	N	Hybrid	N	N	N	Y	N	N	N	N	N	N	Y	Universal	RCP3PD	IPCC2007	1.6	2085	60	60	1	Descombes2016EuropeInsectsNHybridNNNYNNNNNNYUniversalRCP3PDIPCC20071.620851	0.2	0.383333333	0.016666667	0.355666667
New	Descombes	2016	Descombes2016	Europe	Insects	N	N	N	N	Y	N	Y	N	N	N	Hybrid	N	N	N	Y	N	Y	N	N	N	N	Y	Universal	A1B	IPCC2007	3.29	2085	60	60	1	Descombes2016EuropeInsectsNHybridNNNYNYNNNNYUniversalA1BIPCC20073.2920851	0.427777778	0.583333333	0.233333333	0.557666667
New	Descombes	2016	Descombes2016	Europe	Insects	N	N	N	N	Y	N	Y	N	N	N	Hybrid	N	N	N	Y	N	Y	N	N	N	N	Y	Universal	A2	IPCC2007	3.67	2085	60	60	1	Descombes2016EuropeInsectsNHybridNNNYNYNNNNYUniversalA2IPCC20073.6720851	0.494444444	0.633333333	0.333333333	0.609166667
New	Descombes	2016	Descombes2016	Europe	Insects	N	N	N	N	Y	N	Y	N	N	N	Hybrid	N	N	N	Y	N	Y	N	N	N	N	Y	Universal	RCP3PD	IPCC2007	1.6	2085	60	60	1	Descombes2016EuropeInsectsNHybridNNNYNYNNNNYUniversalRCP3PDIPCC20071.620851	0.172222222	0.316666667	0.016666667	0.294833333
New	Descombes	2016	Descombes2016	Europe	Insects	N	N	N	N	Y	N	Y	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	Universal	A1B	IPCC2007	3.29	2085	60	60	1	Descombes2016EuropeInsectsNSDMNNNNNNNNNNYUniversalA1BIPCC20073.2920851	0.294444444	0.433333333	0.133333333	0.411166667
New	Descombes	2016	Descombes2016	Europe	Insects	N	N	N	N	Y	N	Y	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	Universal	A2	IPCC2007	3.67	2085	60	60	1	Descombes2016EuropeInsectsNSDMNNNNNNNNNNYUniversalA2IPCC20073.6720851	0.372222222	0.516666667	0.216666667	0.492833333
New	Descombes	2016	Descombes2016	Europe	Insects	N	N	N	N	Y	N	Y	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	Universal	RCP3PD	IPCC2007	1.6	2085	60	60	1	Descombes2016EuropeInsectsNSDMNNNNNNNNNNYUniversalRCP3PDIPCC20071.620851	0.094444444	0.183333333	0	0.17
New	Diaz-Carballido	2022	Diaz-Carballido2022	Marine	Fish	N	N	Y	Y	Y	N	N	N	Y	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	None	RCP2.6	IPCC2013	1.52	2045	25	25	1	Diaz-Carballido2022MarineFishNSDMNNNNNNNNNNYNoneRCP2.6IPCC20131.5220451	0	0	0	0
New	Diaz-Carballido	2022	Diaz-Carballido2022	Marine	Fish	N	N	Y	Y	Y	N	N	N	Y	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	None	RCP4.5	IPCC2013	1.72	2045	25	25	1	Diaz-Carballido2022MarineFishNSDMNNNNNNNNNNYNoneRCP4.5IPCC20131.7220451	0	0	0	0
New	Diaz-Carballido	2022	Diaz-Carballido2022	Marine	Fish	N	N	Y	Y	Y	N	N	N	Y	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	None	RCP6.0	IPCC2013	1.66	2045	25	25	1	Diaz-Carballido2022MarineFishNSDMNNNNNNNNNNYNoneRCP6.0IPCC20131.6620451	0	0	0	0
New	Diaz-Carballido	2022	Diaz-Carballido2022	Marine	Fish	N	N	Y	Y	Y	N	N	N	Y	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	None	RCP8.5	IPCC2013	2.11	2045	25	25	1	Diaz-Carballido2022MarineFishNSDMNNNNNNNNNNYNoneRCP8.5IPCC20132.1120451	0	0	0	0
New	Diaz-Carballido	2022	Diaz-Carballido2022	Marine	Fish	N	N	Y	Y	Y	N	N	N	Y	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	Universal	RCP2.6	IPCC2013	1.52	2045	25	25	1	Diaz-Carballido2022MarineFishNSDMNNNNNNNNNNYUniversalRCP2.6IPCC20131.5220451	0	0	0	0
New	Diaz-Carballido	2022	Diaz-Carballido2022	Marine	Fish	N	N	Y	Y	Y	N	N	N	Y	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	Universal	RCP4.5	IPCC2013	1.72	2045	25	25	1	Diaz-Carballido2022MarineFishNSDMNNNNNNNNNNYUniversalRCP4.5IPCC20131.7220451	0	0	0	0
New	Diaz-Carballido	2022	Diaz-Carballido2022	Marine	Fish	N	N	Y	Y	Y	N	N	N	Y	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	Universal	RCP6.0	IPCC2013	1.66	2045	25	25	1	Diaz-Carballido2022MarineFishNSDMNNNNNNNNNNYUniversalRCP6.0IPCC20131.6620451	0	0	0	0
New	Diaz-Carballido	2022	Diaz-Carballido2022	Marine	Fish	N	N	Y	Y	Y	N	N	N	Y	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	Universal	RCP8.5	IPCC2013	2.11	2045	25	25	1	Diaz-Carballido2022MarineFishNSDMNNNNNNNNNNYUniversalRCP8.5IPCC20132.1120451	0	0	0	0
New	Diengdoh	2022	Diengdoh2022	AustraliaNewZealand	Mammals	N	N	Y	Y	N	N	S	S	Y	Y	SDM	N	N	N	N	N	N	N	N	N	N	Y	None	RCP4.5	IPCC2013	1.85	2050	7	7	1	Diengdoh2022AustraliaNewZealandMammalsYSDMNNNNNNNNNNYNoneRCP4.5IPCC20131.8520501	0	0	0	0
New	Diengdoh	2022	Diengdoh2022	AustraliaNewZealand	Mammals	N	N	Y	Y	N	N	S	S	Y	Y	SDM	N	N	N	N	N	N	N	N	N	N	Y	None	RCP4.5	IPCC2013	2.15	2070	7	7	1	Diengdoh2022AustraliaNewZealandMammalsYSDMNNNNNNNNNNYNoneRCP4.5IPCC20132.1520701	0	0	0	0
New	Diengdoh	2022	Diengdoh2022	AustraliaNewZealand	Mammals	N	N	Y	Y	N	N	S	S	Y	Y	SDM	N	N	N	N	N	N	N	N	N	N	Y	None	RCP8.5	IPCC2013	2.31	2050	7	7	1	Diengdoh2022AustraliaNewZealandMammalsYSDMNNNNNNNNNNYNoneRCP8.5IPCC20132.3120501	0	0	0	0
New	Diengdoh	2022	Diengdoh2022	AustraliaNewZealand	Mammals	N	N	Y	Y	N	N	S	S	Y	Y	SDM	N	N	N	N	N	N	N	N	N	N	Y	None	RCP8.5	IPCC2013	3.21	2070	7	7	1	Diengdoh2022AustraliaNewZealandMammalsYSDMNNNNNNNNNNYNoneRCP8.5IPCC20133.2120701	0	0	0	0
New	DiMarco	2019	DiMarco2019	World	Plants	N	N	Y	Y	Y	Y	S	S	N	Y	SAR	N	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	IPCC2013	1.55	2050	368050	254145	1	DiMarco2019WorldPlantsYSARNNNNNNNNNNNNoneRCP2.6IPCC20131.5520501	0.114256215	0.114256215	0.114256215	0.114256215
New	DiMarco	2019	DiMarco2019	World	Plants	N	N	Y	Y	Y	Y	S	S	N	Y	SAR	N	N	N	N	N	N	N	N	N	N	N	None	RCP6.0	IPCC2013	1.76	2050	368050	254145	1	DiMarco2019WorldPlantsYSARNNNNNNNNNNNNoneRCP6.0IPCC20131.7620501	0.129202554	0.129202554	0.129202554	0.129202554
New	DiMarco	2019	DiMarco2019	World	Plants	N	N	Y	Y	Y	Y	S	S	N	Y	SAR	N	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	IPCC2013	3.21	2050	368050	254145	1	DiMarco2019WorldPlantsYSARNNNNNNNNNNNNoneRCP8.5IPCC20133.2120501	0.160586877	0.160586877	0.160586877	0.160586877
New	DiMarco	2019	DiMarco2019	World	Plants	N	N	Y	Y	Y	Y	S	S	N	Y	SAR	Y	Y	N	N	N	N	N	N	N	N	Y	None	RCP2.6	IPCC2013	1.55	2050	368050	254145	1	DiMarco2019WorldPlantsYSARYYNNNNNNNNYNoneRCP2.6IPCC20131.5520501	0.112579813	0.112579813	0.112579813	0.112579813
New	DiMarco	2019	DiMarco2019	World	Plants	N	N	Y	Y	Y	Y	S	S	N	Y	SAR	Y	Y	N	N	N	N	N	N	N	N	Y	None	RCP6.0	IPCC2013	1.76	2050	368050	254145	1	DiMarco2019WorldPlantsYSARYYNNNNNNNNYNoneRCP6.0IPCC20131.7620501	0.132041842	0.132041842	0.132041842	0.132041842
