Time	Author	Year	Study	Region	Taxa	Fresh	Antarctic	S.Middle	Tropics	N.Middle	Arctic	Mtn	Island	Threatened	Endemic	Model.Type	Non.clim.threat	Land.Use.Change	Dispersal	Sp.int	Physiology	Adaptation	Pop.diff	Demography.LH	Earth.Sys	Other	Other.Habitat	Disp.Mod	Scenario	Climate.Mod	Pre.Ind.Rise	Year.Pred	Threshold	N.Ext	Total.N	percent	WtSp	adj.perc	version	concat
Original	Dirnbock	2003	Dirnbock2003	Europe	Plants	N	N	N	N	Y	N	Y	N	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	Y	Universal	2C	MPI-ECHAM4	2.2	2050	0.8	45	85	0.529411765	85	0.423529412	1	Dirnbock2003EuropePlantsNSDMYNNNNNNNNNYUniversal2CMPI-ECHAM42.220501
Original	Dirnbock	2003	Dirnbock2003	Europe	Plants	N	N	N	N	Y	N	Y	N	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	Y	Universal	2C	MPI-ECHAM4	2.2	2050	0.9	39	85	0.458823529	85	0.412941176	1	Dirnbock2003EuropePlantsNSDMYNNNNNNNNNYUniversal2CMPI-ECHAM42.220501
Original	Dirnbock	2003	Dirnbock2003	Europe	Plants	N	N	N	N	Y	N	Y	N	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	Y	Universal	IS92A(HHGGAX50)	MPI-ECHAM4	2.33	2050	0.8	8	85	0.094117647	85	0.075294118	1	Dirnbock2003EuropePlantsNSDMYNNNNNNNNNYUniversalIS92A(HHGGAX50)MPI-ECHAM42.3320501
Original	Dirnbock	2003	Dirnbock2003	Europe	Plants	N	N	N	N	Y	N	Y	N	N	N	SDM	Y	N	N	N	N	N	N	N	N	N	Y	Universal	IS92A(HHGGAX50)	MPI-ECHAM4	2.33	2050	0.9	7	85	0.082352941	85	0.074117647	1	Dirnbock2003EuropePlantsNSDMYNNNNNNNNNYUniversalIS92A(HHGGAX50)MPI-ECHAM42.3320501
New	Doan	2022	Doan2022	Samerica	Reptiles	N	N	N	Y	N	N	Y	N	Y	Y	Mechanistic	N	N	N	N	Y	N	N	N	N	N	N	None	A1B	IPCC2001	3.28	2100	1	0	2	0	2	0	1	Doan2022SamericaReptilesYMechanisticNNNNYNNNNNNNoneA1BIPCC20013.2821001
Original	Domisch	2011	Domisch2011	Europe	Insects	Y	N	N	N	Y	N	S	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	Universal	A2	"HadCM3,CGCM2"	3.54	2080	1	1	38	0.026315789	38	0.026315789	1	"Domisch2011EuropeInsectsNSDMNNNNNNNNNNYUniversalA2HadCM3,CGCM23.5420801"
Original	Domisch	2011	Domisch2011	Europe	Insects	Y	N	N	N	Y	N	S	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	Y	Universal	B2	"HadCM3,CGCM2"	2.65	2080	1	0	38	0	38	0	1	"Domisch2011EuropeInsectsNSDMNNNNNNNNNNYUniversalB2HadCM3,CGCM22.6520801"
Original	Domisch	2013	Domisch2013	Europe	Insects	Y	N	N	N	Y	Y	S	S	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	A2	IPCC2007	3.45	2080	0.8	19	191	0.09947644	191	0.079581152	1	Domisch2013EuropeInsectsNSDMNNNNNNNNNNNUniversalA2IPCC20073.4520801
Original	Domisch	2013	Domisch2013	Europe	Insects	Y	N	N	N	Y	Y	S	S	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	A2	IPCC2007	3.45	2080	0.95	6	191	0.031413613	191	0.029842932	1	Domisch2013EuropeInsectsNSDMNNNNNNNNNNNUniversalA2IPCC20073.4520801
Original	Domisch	2013	Domisch2013	Europe	Insects	Y	N	N	N	Y	Y	S	S	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	A2	IPCC2007	3.45	2080	1	2	191	0.010471204	191	0.010471204	1	Domisch2013EuropeInsectsNSDMNNNNNNNNNNNUniversalA2IPCC20073.4520801
Original	Domisch	2013	Domisch2013	Europe	Insects	Y	N	N	N	Y	Y	S	S	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	B2	IPCC2007	2.74	2080	0.8	11	191	0.057591623	191	0.046073298	1	Domisch2013EuropeInsectsNSDMNNNNNNNNNNNUniversalB2IPCC20072.7420801
Original	Domisch	2013	Domisch2013	Europe	Insects	Y	N	N	N	Y	Y	S	S	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	B2	IPCC2007	2.74	2080	0.95	2	191	0.010471204	191	0.009947644	1	Domisch2013EuropeInsectsNSDMNNNNNNNNNNNUniversalB2IPCC20072.7420801
Original	Domisch	2013	Domisch2013	Europe	Insects	Y	N	N	N	Y	Y	S	S	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	B2	IPCC2007	2.74	2080	1	1	191	0.005235602	191	0.005235602	1	Domisch2013EuropeInsectsNSDMNNNNNNNNNNNUniversalB2IPCC20072.7420801
New	Duan	2016	Duan2016	Asia	Amphibians	Y	N	N	Y	Y	N	S	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	None	"RCP2.6,4.5,6,8.5"	IPCC2013	1.87	2050	0.8	0	134	0	134	0	1	"Duan2016AsiaAmphibiansNSDMNNNNNNNNNNNNoneRCP2.6,4.5,6,8.5IPCC20131.8720501"
New	Duan	2016	Duan2016	Asia	Amphibians	Y	N	N	Y	Y	N	S	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	None	"RCP2.6,4.5,6,8.5"	IPCC2013	1.87	2050	0.95	0	134	0	134	0	1	"Duan2016AsiaAmphibiansNSDMNNNNNNNNNNNNoneRCP2.6,4.5,6,8.5IPCC20131.8720501"
New	Duan	2016	Duan2016	Asia	Amphibians	Y	N	N	Y	Y	N	S	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	None	"RCP2.6,4.5,6,8.5"	IPCC2013	1.87	2050	1	0	134	0	134	0	1	"Duan2016AsiaAmphibiansNSDMNNNNNNNNNNNNoneRCP2.6,4.5,6,8.5IPCC20131.8720501"
New	Duan	2016	Duan2016	Asia	Amphibians	Y	N	N	Y	Y	N	S	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	"RCP2.6,4.5,6,8.5"	IPCC2013	2.26	2070	0.8	0	134	0	134	0	1	"Duan2016AsiaAmphibiansNSDMNNNNNNNNNNNUniversalRCP2.6,4.5,6,8.5IPCC20132.2620701"
New	Duan	2016	Duan2016	Asia	Amphibians	Y	N	N	Y	Y	N	S	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	"RCP2.6,4.5,6,8.5"	IPCC2013	2.26	2070	0.95	0	134	0	134	0	1	"Duan2016AsiaAmphibiansNSDMNNNNNNNNNNNUniversalRCP2.6,4.5,6,8.5IPCC20132.2620701"
New	Duan	2016	Duan2016	Asia	Amphibians	Y	N	N	Y	Y	N	S	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	"RCP2.6,4.5,6,8.5"	IPCC2013	2.26	2070	1	0	134	0	134	0	1	"Duan2016AsiaAmphibiansNSDMNNNNNNNNNNNUniversalRCP2.6,4.5,6,8.5IPCC20132.2620701"
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	CCSM4	1.5	2080	0.8	2	142	0.014084507	142	0.011267606	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNNoneRCP2.6CCSM41.520801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	CCSM4	1.5	2080	1	1	142	0.007042254	142	0.007042254	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNNoneRCP2.6CCSM41.520801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	CCSM4	2.84	2080	0.8	6	142	0.042253521	142	0.033802817	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNNoneRCP4.5CCSM42.8420801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP4.5	CCSM4	2.84	2080	1	0	142	0	142	0	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNNoneRCP4.5CCSM42.8420801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP6.0	CCSM4	3.04	2080	0.8	11	142	0.077464789	142	0.061971831	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNNoneRCP6.0CCSM43.0420801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP6.0	CCSM4	3.04	2080	1	1	142	0.007042254	142	0.007042254	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNNoneRCP6.0CCSM43.0420801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	CCSM4	4.27	2080	0.8	37	142	0.26056338	142	0.208450704	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNNoneRCP8.5CCSM44.2720801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	CCSM4	4.27	2080	1	1	142	0.007042254	142	0.007042254	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNNoneRCP8.5CCSM44.2720801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP2.6	CCSM4	1.5	2080	0.8	2	142	0.014084507	142	0.011267606	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNUniversalRCP2.6CCSM41.520801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP2.6	CCSM4	1.5	2080	1	1	142	0.007042254	142	0.007042254	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNUniversalRCP2.6CCSM41.520801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	CCSM4	2.84	2080	0.8	4	142	0.028169014	142	0.022535211	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNUniversalRCP4.5CCSM42.8420801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP4.5	CCSM4	2.84	2080	1	0	142	0	142	0	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNUniversalRCP4.5CCSM42.8420801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP6.0	CCSM4	3.04	2080	0.8	9	142	0.063380282	142	0.050704225	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNUniversalRCP6.0CCSM43.0420801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP6.0	CCSM4	3.04	2080	1	1	142	0.007042254	142	0.007042254	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNUniversalRCP6.0CCSM43.0420801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	CCSM4	4.27	2080	0.8	33	142	0.232394366	142	0.185915493	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNUniversalRCP8.5CCSM44.2720801
New	Duarte	2019	Duarte2019	Samerica	Plants	N	N	Y	Y	N	N	N	N	N	Y	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	RCP8.5	CCSM4	4.27	2080	1	1	142	0.007042254	142	0.007042254	1	Duarte2019SamericaPlantsYSDMNNNNNNNNNNNUniversalRCP8.5CCSM44.2720801
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	BCC-CSM1.1	2.01	2070	0.8	1	1	1	1	0.8	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP2.6BCC-CSM1.12.0120701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	BCC-CSM1.1	2.01	2070	0.95	0	1	0	1	0	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP2.6BCC-CSM1.12.0120701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	BCC-CSM1.1	2.01	2070	1	0	1	0	1	0	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP2.6BCC-CSM1.12.0120701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	HadGEM2-ES	1.95	2070	0.8	1	1	1	1	0.8	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP2.6HadGEM2-ES1.9520701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	HadGEM2-ES	1.95	2070	0.95	0	1	0	1	0	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP2.6HadGEM2-ES1.9520701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	HadGEM2-ES	1.95	2070	1	0	1	0	1	0	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP2.6HadGEM2-ES1.9520701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	MIROC5	2.37	2070	0.8	1	1	1	1	0.8	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP2.6MIROC52.3720701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	MIROC5	2.37	2070	0.95	0	1	0	1	0	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP2.6MIROC52.3720701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	MIROC5	2.37	2070	1	0	1	0	1	0	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP2.6MIROC52.3720701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	BCC-CSM1.1	3.65	2070	0.8	1	1	1	1	0.8	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP8.5BCC-CSM1.13.6520701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	BCC-CSM1.1	3.65	2070	0.95	1	1	1	1	0.95	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP8.5BCC-CSM1.13.6520701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	BCC-CSM1.1	3.65	2070	1	0	1	0	1	0	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP8.5BCC-CSM1.13.6520701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	HadGEM2-ES	3.9	2070	0.8	1	1	1	1	0.8	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP8.5HadGEM2-ES3.920701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	HadGEM2-ES	3.9	2070	0.95	1	1	1	1	0.95	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP8.5HadGEM2-ES3.920701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	HadGEM2-ES	3.9	2070	1	0	1	0	1	0	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP8.5HadGEM2-ES3.920701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	MIROC5	3.84	2070	0.8	0	1	0	1	0	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP8.5MIROC53.8420701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	MIROC5	3.84	2070	0.95	0	1	0	1	0	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP8.5MIROC53.8420701
New	Dubos	2022	Dubos2022	Africa	Amphibians	Y	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	MIROC5	3.84	2070	1	0	1	0	1	0	1	Dubos2022AfricaAmphibiansYSDMYNNNNNNNNNNNoneRCP8.5MIROC53.8420701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	BCC-CSM1.1	2.01	2070	0.8	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP2.6BCC-CSM1.12.0120701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	BCC-CSM1.1	2.01	2070	0.95	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP2.6BCC-CSM1.12.0120701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	BCC-CSM1.1	2.01	2070	1	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP2.6BCC-CSM1.12.0120701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	HadGEM2-ES	1.95	2070	0.8	1	1	1	1	0.8	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP2.6HadGEM2-ES1.9520701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	HadGEM2-ES	1.95	2070	0.95	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP2.6HadGEM2-ES1.9520701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	HadGEM2-ES	1.95	2070	1	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP2.6HadGEM2-ES1.9520701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	MIROC5	2.37	2070	0.8	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP2.6MIROC52.3720701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	MIROC5	2.37	2070	0.95	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP2.6MIROC52.3720701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP2.6	MIROC5	2.37	2070	1	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP2.6MIROC52.3720701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	BCC-CSM1.1	3.65	2070	0.8	1	1	1	1	0.8	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP8.5BCC-CSM1.13.6520701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	BCC-CSM1.1	3.65	2070	0.95	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP8.5BCC-CSM1.13.6520701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	BCC-CSM1.1	3.65	2070	1	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP8.5BCC-CSM1.13.6520701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	HadGEM2-ES	3.9	2070	0.8	1	1	1	1	0.8	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP8.5HadGEM2-ES3.920701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	HadGEM2-ES	3.9	2070	0.95	1	1	1	1	0.95	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP8.5HadGEM2-ES3.920701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	HadGEM2-ES	3.9	2070	1	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP8.5HadGEM2-ES3.920701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	MIROC5	3.84	2070	0.8	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP8.5MIROC53.8420701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	MIROC5	3.84	2070	0.95	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP8.5MIROC53.8420701
New	Dubos	2022	Dubos2022	Africa	Reptiles	N	N	Y	Y	N	N	N	Y	Y	Y	SDM	Y	N	N	N	N	N	N	N	N	N	N	None	RCP8.5	MIROC5	3.84	2070	1	0	1	0	1	0	1	Dubos2022AfricaReptilesYSDMYNNNNNNNNNNNoneRCP8.5MIROC53.8420701
Original	Dullinger	2012	Dullinger2012	Europe	Plants	N	N	N	N	Y	N	Y	N	N	N	Hybrid	N	N	Y	N	N	N	N	Y	N	N	N	SpSpecific	A1B	MPI-ECHAM5	3.96	2100	0.8	25	125	0.2	125	0.16	1	Dullinger2012EuropePlantsNHybridNNYNNNNYNNNSpSpecificA1BMPI-ECHAM53.9621001
Original	Dullinger	2012	Dullinger2012	Europe	Plants	N	N	N	N	Y	N	Y	N	N	N	Hybrid	N	N	Y	N	N	N	N	Y	N	N	N	SpSpecific	A1B	MPI-ECHAM5	3.96	2100	1	3	125	0.024	125	0.024	1	Dullinger2012EuropePlantsNHybridNNYNNNNYNNNSpSpecificA1BMPI-ECHAM53.9621001
Original	Dullinger	2012	Dullinger2012	Europe	Plants	N	N	N	N	Y	N	Y	N	N	N	Hybrid	N	N	Y	N	N	N	N	Y	N	N	N	SpSpecific	A1B	MPI-ECHAM5	3.96	2100	0.8	50	125	0.4	125	0.32	2	Dullinger2012EuropePlantsNHybridNNYNNNNYNNNSpSpecificA1BMPI-ECHAM53.9621002
Original	Dullinger	2012	Dullinger2012	Europe	Plants	N	N	N	N	Y	N	Y	N	N	N	Hybrid	N	N	Y	N	N	N	N	Y	N	N	N	SpSpecific	A1B	MPI-ECHAM5	3.96	2100	1	5	125	0.04	125	0.04	2	Dullinger2012EuropePlantsNHybridNNYNNNNYNNNSpSpecificA1BMPI-ECHAM53.9621002
Original	Dullinger	2012	Dullinger2012	Europe	Plants	N	N	N	N	Y	N	Y	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	None	A1B	MPI-ECHAM5	3.96	2100	0.8	89	125	0.712	125	0.5696	1	Dullinger2012EuropePlantsNSDMNNNNNNNNNNNNoneA1BMPI-ECHAM53.9621001
Original	Dullinger	2012	Dullinger2012	Europe	Plants	N	N	N	N	Y	N	Y	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	None	A1B	MPI-ECHAM5	3.96	2100	1	6	125	0.048	125	0.048	1	Dullinger2012EuropePlantsNSDMNNNNNNNNNNNNoneA1BMPI-ECHAM53.9621001
Original	Dullinger	2012	Dullinger2012	Europe	Plants	N	N	N	N	Y	N	Y	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	A1B	MPI-ECHAM5	3.96	2100	0.8	34	125	0.272	125	0.2176	1	Dullinger2012EuropePlantsNSDMNNNNNNNNNNNUniversalA1BMPI-ECHAM53.9621001
Original	Dullinger	2012	Dullinger2012	Europe	Plants	N	N	N	N	Y	N	Y	N	N	N	SDM	N	N	N	N	N	N	N	N	N	N	N	Universal	A1B	MPI-ECHAM5	3.96	2100	1	0	125	0	125	0	1	Dullinger2012EuropePlantsNSDMNNNNNNNNNNNUniversalA1BMPI-ECHAM53.9621001
